fid,COUNTRY,ISO_CC,CONTINENT,LAND_TYPE,LAND_RANK,COUNTRYAFF,ID,Continent_2,region,country_2,isoCode,sids,ots,name_descriptor,year_publication,scale_(EAA),oceanAccountComponent,OA_component,environmentalAssets,flowsToEconomy,oceanEconomy,flowsToEnvironment,governance,Compiling_SEEA_CF,Compiling_SEEA_EA,EcosystemExtent,EcosystemCondition,EcosystemServices,MonetaryAccounts,SatelliteAccount,OceanEconomyActivities,SectorSpecific,OESA,BlueEconomy,OceanTourismSatelliteAccount,Links,Links_2,Links_3,OA_components,OA_components_abb,OA_combination_reclass,OA_Count,OA_Count_disagg
218,Gabon,GAB,Africa,Very small island,1,Gabon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
219,Gambia,GMB,Africa,Primary land,5,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
220,Gambia,GMB,Africa,Small island,2,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
221,Gambia,GMB,Africa,Very small island,1,Gambia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
222,Georgia,GEO,Asia,Small island,2,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
223,Georgia,GEO,Asia,Primary land,5,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
224,Georgia,GEO,Asia,Very small island,1,Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
225,Germany,DEU,Europe,Medium island,3,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
226,Germany,DEU,Europe,Primary land,5,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
227,Germany,DEU,Europe,Small island,2,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
228,Germany,DEU,Europe,Very small island,1,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
229,Ghana,GHA,Africa,Small island,2,Ghana,1,Africa,,Ghana,GHA,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
230,Ghana,GHA,Africa,Very small island,1,Ghana,1,Africa,,Ghana,GHA,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
231,Ghana,GHA,Africa,Primary land,5,Ghana,1,Africa,,Ghana,GHA,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
232,Gibraltar,GIB,Europe,Primary land,5,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
233,Greece,GRC,Europe,Very small island,1,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
234,Greece,GRC,Europe,Primary land,5,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
235,Greece,GRC,Europe,Medium island,3,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
236,Greece,GRC,Europe,Small island,2,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
237,Greenland,GRL,North America,Primary land,5,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
238,Greenland,GRL,North America,Small island,2,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
239,Greenland,GRL,North America,Large island,4,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
240,Greenland,GRL,North America,Very small island,1,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
241,Greenland,GRL,North America,Medium island,3,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
242,Grenada,GRD,North America,Primary land,5,Grenada,26,America,Caribbean,Grenada,GRD,TRUE,FALSE,Marine and coastal accounts for Small Island Developing States: A case study and application,2022,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially (only seagrass),Physical and monetary flow,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://doi.org/10.3897/oneeco.7.e84865,https://oneecosystem.pensoft.net/article/84865/download/pdf/,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
243,Grenada,GRD,North America,Very small island,1,Grenada,26,America,Caribbean,Grenada,GRD,TRUE,FALSE,Marine and coastal accounts for Small Island Developing States: A case study and application,2022,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially (only seagrass),Physical and monetary flow,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://doi.org/10.3897/oneeco.7.e84865,https://oneecosystem.pensoft.net/article/84865/download/pdf/,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
244,Grenada,GRD,North America,Small island,2,Grenada,26,America,Caribbean,Grenada,GRD,TRUE,FALSE,Marine and coastal accounts for Small Island Developing States: A case study and application,2022,National,Environmental-Economic,Environmental assets and flows to economy,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,partially (only seagrass),Physical and monetary flow,TRUE,FALSE,FALSE,FALSE,,,FALSE,https://doi.org/10.3897/oneeco.7.e84865,https://oneecosystem.pensoft.net/article/84865/download/pdf/,,EnvironmentalAssets + FlowsToEconomy,EA + FEcon,Environmental-Economic,1,2
245,Guadeloupe,GLP,North America,Primary land,5,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
246,Guadeloupe,GLP,North America,Small island,2,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
247,Guadeloupe,GLP,North America,Very small island,1,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
248,Guam,GUM,Oceania,Primary land,5,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
249,Guam,GUM,Oceania,Very small island,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
250,Guatemala,GTM,North America,Very small island,1,Guatemala,14,America,Latin America,Guatemala,GTM,FALSE,FALSE,WAVES - Fisheries accounts,First report in 2009. Last 2019,National,Environmental-Economic,Flows to economy,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://seeagt.github.io/report/fisheries/,http://www.infoiarna.org.gt/wp-content/uploads/2017/11/CuentadeRecursosPesquerosyAcucolas.Basestericasconceptualesymetodolgicas.pdf,,FlowsToEconomy,FEcon,Environmental-Economic,1,1
251,Guatemala,GTM,North America,Primary land,5,Guatemala,14,America,Latin America,Guatemala,GTM,FALSE,FALSE,WAVES - Fisheries accounts,First report in 2009. Last 2019,National,Environmental-Economic,Flows to economy,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://seeagt.github.io/report/fisheries/,http://www.infoiarna.org.gt/wp-content/uploads/2017/11/CuentadeRecursosPesquerosyAcucolas.Basestericasconceptualesymetodolgicas.pdf,,FlowsToEconomy,FEcon,Environmental-Economic,1,1
252,Guernsey,GGY,Europe,Very small island,1,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
253,Guernsey,GGY,Europe,Small island,2,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
254,Guinea,GIN,Africa,Primary land,5,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
255,Guinea,GIN,Africa,Small island,2,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
256,Guinea,GIN,Africa,Very small island,1,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
257,Guinea-Bissau,GNB,Africa,Primary land,5,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
258,Guinea-Bissau,GNB,Africa,Small island,2,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
259,Guinea-Bissau,GNB,Africa,Very small island,1,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
260,Guyana,GUY,South America,Primary land,5,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
261,Guyana,GUY,South America,Small island,2,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
262,Guyana,GUY,South America,Very small island,1,Guyana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
263,Haiti,HTI,North America,Primary land,5,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
264,Haiti,HTI,North America,Small island,2,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
265,Haiti,HTI,North America,Medium island,3,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
266,Haiti,HTI,North America,Very small island,1,Haiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
267,Heard Island and McDonald Islands,HMD,Antarctica,Small island,2,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
268,Heard Island and McDonald Islands,HMD,Antarctica,Very small island,1,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
269,Honduras,HND,North America,Very small island,1,Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
270,Honduras,HND,North America,Primary land,5,Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
271,Honduras,HND,North America,Small island,2,Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
272,Hungary,HUN,Europe,Primary land,5,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
273,Iceland,ISL,Europe,Primary land,5,Iceland,55,Europe,,Iceland,ISL,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Flows to environment,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://px.hagstofa.is/pxen/pxweb/en/Umhverfi/,,,FlowsToEnvironment,FEnv,Environmental-Economic,1,1
274,Iceland,ISL,Europe,Small island,2,Iceland,55,Europe,,Iceland,ISL,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Flows to environment,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://px.hagstofa.is/pxen/pxweb/en/Umhverfi/,,,FlowsToEnvironment,FEnv,Environmental-Economic,1,1
275,Iceland,ISL,Europe,Very small island,1,Iceland,55,Europe,,Iceland,ISL,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Flows to environment,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://px.hagstofa.is/pxen/pxweb/en/Umhverfi/,,,FlowsToEnvironment,FEnv,Environmental-Economic,1,1
276,India,IND,Asia,Primary land,5,India,42,Asia,,India,IND,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://seea.un.org/content/envistats-india-environment-accounts-2024,https://www.mospi.gov.in/,,EnvironmentalAssets,EA,Environmental-Economic,1,1
277,India,IND,Asia,Very small island,1,India,42,Asia,,India,IND,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://seea.un.org/content/envistats-india-environment-accounts-2024,https://www.mospi.gov.in/,,EnvironmentalAssets,EA,Environmental-Economic,1,1
278,India,IND,Asia,Small island,2,India,42,Asia,,India,IND,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://seea.un.org/content/envistats-india-environment-accounts-2024,https://www.mospi.gov.in/,,EnvironmentalAssets,EA,Environmental-Economic,1,1
279,India,IND,Asia,Medium island,3,India,42,Asia,,India,IND,FALSE,FALSE,Ocean accounts reported at the SEEA global assessment,2024,National,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,yes,,FALSE,FALSE,FALSE,FALSE,,,FALSE,https://seea.un.org/content/envistats-india-environment-accounts-2024,https://www.mospi.gov.in/,,EnvironmentalAssets,EA,Environmental-Economic,1,1
280,Indonesia,IDN,Asia,Very small island,1,Indonesia,34,Asia,,Indonesia,IDN,FALSE,FALSE,Ocean accounts Indonesia from pilot to national scale,Pilot (2022) - national ongoing,National,Environmental-Economic,"Environmental assets, flows to economy and flows to environment; Ocean economy; Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,aggregation of flows to economy,TRUE,FALSE,TRUE,FALSE,,,FALSE,https://oceanaccounts.id/,,,EnvironmentalAssets + FlowsToEconomy + OceanEconomy + FlowsToEnvironment + Governance,EA + FEcon + OEcon + FEnv + Gov,"Environmental-Economic, Ocean Economy, Governance",3,5
281,Indonesia,IDN,Asia,Large island,4,Indonesia,34,Asia,,Indonesia,IDN,FALSE,FALSE,Ocean accounts Indonesia from pilot to national scale,Pilot (2022) - national ongoing,National,Environmental-Economic,"Environmental assets, flows to economy and flows to environment; Ocean economy; Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,aggregation of flows to economy,TRUE,FALSE,TRUE,FALSE,,,FALSE,https://oceanaccounts.id/,,,EnvironmentalAssets + FlowsToEconomy + OceanEconomy + FlowsToEnvironment + Governance,EA + FEcon + OEcon + FEnv + Gov,"Environmental-Economic, Ocean Economy, Governance",3,5
282,Indonesia,IDN,Asia,Small island,2,Indonesia,34,Asia,,Indonesia,IDN,FALSE,FALSE,Ocean accounts Indonesia from pilot to national scale,Pilot (2022) - national ongoing,National,Environmental-Economic,"Environmental assets, flows to economy and flows to environment; Ocean economy; Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,aggregation of flows to economy,TRUE,FALSE,TRUE,FALSE,,,FALSE,https://oceanaccounts.id/,,,EnvironmentalAssets + FlowsToEconomy + OceanEconomy + FlowsToEnvironment + Governance,EA + FEcon + OEcon + FEnv + Gov,"Environmental-Economic, Ocean Economy, Governance",3,5
283,Indonesia,IDN,Asia,Medium island,3,Indonesia,34,Asia,,Indonesia,IDN,FALSE,FALSE,Ocean accounts Indonesia from pilot to national scale,Pilot (2022) - national ongoing,National,Environmental-Economic,"Environmental assets, flows to economy and flows to environment; Ocean economy; Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,aggregation of flows to economy,TRUE,FALSE,TRUE,FALSE,,,FALSE,https://oceanaccounts.id/,,,EnvironmentalAssets + FlowsToEconomy + OceanEconomy + FlowsToEnvironment + Governance,EA + FEcon + OEcon + FEnv + Gov,"Environmental-Economic, Ocean Economy, Governance",3,5
284,Indonesia,IDN,Asia,Primary land,5,Indonesia,34,Asia,,Indonesia,IDN,FALSE,FALSE,Ocean accounts Indonesia from pilot to national scale,Pilot (2022) - national ongoing,National,Environmental-Economic,"Environmental assets, flows to economy and flows to environment; Ocean economy; Governance",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Yes,TRUE,yes,aggregation of flows to economy,TRUE,FALSE,TRUE,FALSE,,,FALSE,https://oceanaccounts.id/,,,EnvironmentalAssets + FlowsToEconomy + OceanEconomy + FlowsToEnvironment + Governance,EA + FEcon + OEcon + FEnv + Gov,"Environmental-Economic, Ocean Economy, Governance",3,5
285,Iran,IRN,Asia,Primary land,5,"Iran, Islamic Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
286,Iran,IRN,Asia,Small island,2,"Iran, Islamic Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
287,Iran,IRN,Asia,Medium island,3,"Iran, Islamic Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
288,Iran,IRN,Asia,Very small island,1,"Iran, Islamic Republic of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
289,Iraq,IRQ,Asia,Primary land,5,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
290,Iraq,IRQ,Asia,Small island,2,Iraq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
291,Ireland,IRL,Europe,Primary land,5,Ireland,95,Europe,,Ireland,IRL,FALSE,FALSE,"Valuing Ireland’s Coastal, Marine and Estuarine Ecosystem Services,Ireland's Ocean Economy","20,202,019",National,"Environmental-Economic,Ocean economic activity","Flows to economy,Ocean economy",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,"Yes,",TRUE,TRUE,TRUE,FALSE,,,FALSE,"https://www.epa.ie/publications/research/water/Research_Report_239.pdf,https://www.universityofgalway.ie/media/researchsites/semru/files/Online_Irelands-Ocean-Economy-Report_for-web_final.pdf",,,FlowsToEconomy + OceanEconomy,FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,2
292,Ireland,IRL,Europe,Very small island,1,Ireland,95,Europe,,Ireland,IRL,FALSE,FALSE,"Valuing Ireland’s Coastal, Marine and Estuarine Ecosystem Services,Ireland's Ocean Economy","20,202,019",National,"Environmental-Economic,Ocean economic activity","Flows to economy,Ocean economy",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,"Yes,",TRUE,TRUE,TRUE,FALSE,,,FALSE,"https://www.epa.ie/publications/research/water/Research_Report_239.pdf,https://www.universityofgalway.ie/media/researchsites/semru/files/Online_Irelands-Ocean-Economy-Report_for-web_final.pdf",,,FlowsToEconomy + OceanEconomy,FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,2
293,Ireland,IRL,Europe,Small island,2,Ireland,95,Europe,,Ireland,IRL,FALSE,FALSE,"Valuing Ireland’s Coastal, Marine and Estuarine Ecosystem Services,Ireland's Ocean Economy","20,202,019",National,"Environmental-Economic,Ocean economic activity","Flows to economy,Ocean economy",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,,FALSE,,"Yes,",TRUE,TRUE,TRUE,FALSE,,,FALSE,"https://www.epa.ie/publications/research/water/Research_Report_239.pdf,https://www.universityofgalway.ie/media/researchsites/semru/files/Online_Irelands-Ocean-Economy-Report_for-web_final.pdf",,,FlowsToEconomy + OceanEconomy,FEcon + OEcon,"Environmental-Economic, Ocean Economy",2,2
294,Isle of Man,IMN,Europe,Very small island,1,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
295,Isle of Man,IMN,Europe,Medium island,3,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
296,Isle of Man,IMN,Europe,Small island,2,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
297,Israel,ISR,Asia,Very small island,1,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
298,Israel,ISR,Asia,Primary land,5,Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
299,Italy,ITA,Europe,Small island,2,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
300,Italy,ITA,Europe,Very small island,1,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
301,Italy,ITA,Europe,Primary land,5,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
302,Jamaica,JAM,North America,Primary land,5,Jamaica,29,America,Caribbean,Jamaica,JAM,TRUE,FALSE,Blue economy satellite accounts: Case study,data until 2017,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,BESA,FALSE,https://newenergyevents.com/blue-economy-caribbean/wp-content/uploads/sites/29/2019/10/2-Blue-Economy-Briefing-Dr.-Justin-Ram.pdf,,,OceanEconomy,OEcon,Ocean Economy,1,1
303,Jamaica,JAM,North America,Very small island,1,Jamaica,29,America,Caribbean,Jamaica,JAM,TRUE,FALSE,Blue economy satellite accounts: Case study,data until 2017,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,BESA,FALSE,https://newenergyevents.com/blue-economy-caribbean/wp-content/uploads/sites/29/2019/10/2-Blue-Economy-Briefing-Dr.-Justin-Ram.pdf,,,OceanEconomy,OEcon,Ocean Economy,1,1
304,Jamaica,JAM,North America,Small island,2,Jamaica,29,America,Caribbean,Jamaica,JAM,TRUE,FALSE,Blue economy satellite accounts: Case study,data until 2017,National,Ocean economic activity,Ocean Economy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,,,FALSE,TRUE,TRUE,FALSE,,BESA,FALSE,https://newenergyevents.com/blue-economy-caribbean/wp-content/uploads/sites/29/2019/10/2-Blue-Economy-Briefing-Dr.-Justin-Ram.pdf,,,OceanEconomy,OEcon,Ocean Economy,1,1
305,Japan,JPN,Asia,Very small island,1,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
306,Japan,JPN,Asia,Primary land,5,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
307,Japan,JPN,Asia,Small island,2,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
308,Japan,JPN,Asia,Medium island,3,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
309,Jersey,JEY,Europe,Very small island,1,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
310,Jersey,JEY,Europe,Small island,2,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
311,Jordan,JOR,Asia,Primary land,5,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
312,Kazakhstan,KAZ,Asia,Primary land,5,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
313,Kazakhstan,KAZ,Asia,Very small island,1,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
314,Kazakhstan,KAZ,Asia,Small island,2,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
315,Kenya,KEN,Africa,Very small island,1,Kenya,3,Africa,,Kenya,KEN,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
316,Kenya,KEN,Africa,Small island,2,Kenya,3,Africa,,Kenya,KEN,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
317,Kenya,KEN,Africa,Primary land,5,Kenya,3,Africa,,Kenya,KEN,FALSE,FALSE,Pilot project - GOAP support,Ongoing,Local,Environmental-Economic,Environmental assets,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Yes,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,FALSE,,,,EnvironmentalAssets,EA,Environmental-Economic,1,1
318,Kiribati,KIR,Oceania,Very small island,1,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
319,Kiribati,KIR,Oceania,Primary land,5,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
320,Kiribati,KIR,Oceania,Small island,2,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
321,Kuwait,KWT,Asia,Small island,2,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
322,Kuwait,KWT,Asia,Medium island,3,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
323,Kuwait,KWT,Asia,Primary land,5,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
324,Kuwait,KWT,Asia,Very small island,1,Kuwait,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
325,Kyrgyzstan,KGZ,Asia,Primary land,5,Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
326,Laos,LAO,Asia,Primary land,5,Lao People's Democratic Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
327,Latvia,LVA,Europe,Primary land,5,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
328,Latvia,LVA,Europe,Very small island,1,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
329,Latvia,LVA,Europe,Small island,2,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
330,Lebanon,LBN,Asia,Very small island,1,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
331,Lebanon,LBN,Asia,Primary land,5,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
332,Lesotho,LSO,Africa,Primary land,5,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0
